Id,SalePrice
1611,141298.34
1612,160732.81
1613,160485.6
1614,123417.14
1615,84499.27
1616,70536.55
1617,93865.234
1618,127252.18
1619,137350.08
1620,163127.36
1621,137851.11
1622,140925.7
1623,283126.53
1624,207826.75
1625,123693.93
1626,159717.6
1627,192111.84
1628,276261.06
1629,171280.8
1630,369469.12
1631,217272.4
1632,241411.48
1633,167801.72
1634,186523.2
1635,172806.36
1636,153385.88
1637,196427.94
1638,191821.5
1639,187861.03
1640,276066.7
1641,174856.53
1642,221819.9
1643,222736.73
1644,228263.58
1645,189991.6
1646,157573.6
1647,162317.9
1648,133359.31
1649,130077.6
1650,120200.086
1651,124246.29
1652,95012.914
1653,96505.39
1654,153469.44
1655,149145.1
1656,150440.62
1657,153897.69
1658,143912.6
1659,130515.0
1660,144935.69
1661,463784.44
1662,431371.25
1663,406959.12
1664,533895.25
1665,318964.5
1666,320167.1
1667,365004.5
1668,347712.56
1669,293794.47
1670,368170.88
1671,266617.25
1672,481131.78
1673,295563.25
1674,236014.9
1675,183265.42
1676,181306.23
1677,222593.19
1678,495231.9
1679,369564.28
1680,357440.8
1681,249290.75
1682,297597.16
1683,178560.88
1684,180962.3
1685,168433.9
1686,173031.62
1687,171247.16
1688,196740.28
1689,190461.62
1690,189819.0
1691,175729.34
1692,261323.55
1693,167866.06
1694,180522.6
1695,166693.19
1696,292735.88
1697,169733.75
1698,368924.44
1699,319490.25
1700,243769.42
1701,266212.28
1702,257400.67
1703,258558.25
1704,285269.06
1705,229263.0
1706,456755.7
1707,216590.94
1708,209630.22
1709,292037.94
1710,212919.66
1711,256657.95
1712,281336.66
1713,275139.4
1714,226376.0
1715,195995.31
1716,184223.42
1717,174856.86
1718,138045.42
1719,195867.88
1720,239524.12
1721,172547.48
1722,131499.52
1723,146072.44
1724,211771.03
1725,243630.9
1726,183660.48
1727,153823.3
1728,176007.6
1729,165682.03
1730,149296.36
1731,122209.94
1732,133949.22
1733,119266.61
1734,115569.35
1735,130185.195
1736,115195.555
1737,294162.3
1738,218292.19
1739,278114.66
1740,229738.6
1741,198196.56
1742,163276.0
1743,169405.62
1744,291258.6
1745,238998.62
1746,187514.16
1747,222385.67
1748,219549.67
1749,151255.45
1750,131755.72
1751,249041.97
1752,122259.83
1753,149177.67
1754,201878.16
1755,173489.16
1756,132017.72
1757,124693.21
1758,147538.84
1759,162892.14
1760,168188.64
1761,144479.86
1762,173801.48
1763,166473.0
1764,113387.97
1765,134570.34
1766,172906.25
1767,217159.72
1768,145426.38
1769,181853.97
1770,140060.16
1771,127650.25
1772,134539.8
1773,131612.31
1774,135515.12
1775,135764.0
1776,132323.39
1777,109208.64
1778,136380.8
1779,109073.64
1780,173406.45
1781,134503.23
1782,86161.54
1783,136071.98
1784,103667.84
1785,115076.75
1786,136613.69
1787,160088.16
1788,51494.26
1789,91924.24
1790,81107.12
1791,184264.0
1792,157565.62
1793,130078.72
1794,148382.53
1795,131586.95
1796,114166.61
1797,121368.68
1798,126244.55
1799,106896.64
1800,133178.58
1801,131754.34
1802,127497.07
1803,153563.56
1804,143483.66
1805,138830.97
1806,118415.0
1807,129007.484
1808,118122.984
1809,117735.54
1810,142144.02
1811,101195.3
1812,99832.02
1813,123800.375
1814,96241.8
1815,55183.637
1816,93375.42
1817,100473.305
1818,123306.31
1819,114971.44
1820,41081.98
1821,104056.914
1822,140759.95
1823,35867.324
1824,140389.12
1825,126874.95
1826,94292.75
1827,108949.41
1828,137921.6
1829,113754.38
1830,143876.38
1831,146484.53
1832,89312.59
1833,140709.48
1834,120135.22
1835,138808.33
1836,125213.125
1837,95254.7
1838,113663.08
1839,93221.13
1840,153113.45
1841,141751.7
1842,80579.99
1843,126987.164
1844,139135.42
1845,132354.31
1846,154522.73
1847,155259.53
1848,54268.68
1849,107855.74
1850,113469.86
1851,158345.64
1852,129765.61
1853,130941.51
1854,169339.23
1855,147599.64
1856,228326.5
1857,145996.39
1858,142966.94
1859,119000.75
1860,153543.36
1861,118151.6
1862,320531.25
1863,319964.72
1864,319964.72
1865,324344.53
1866,340101.84
1867,242177.52
1868,313914.6
1869,207801.97
1870,242592.45
1871,238339.23
1872,163415.42
1873,249390.62
1874,140598.02
1875,205986.53
1876,191842.34
1877,206110.33
1878,193409.16
1879,131352.38
1880,136710.0
1881,235850.22
1882,255236.38
1883,189991.22
1884,194776.69
1885,244902.58
1886,314195.84
1887,206756.84
1888,280591.75
1889,147686.8
1890,117608.39
1891,127687.625
1892,107869.94
1893,131174.98
1894,134155.17
1895,132316.06
1896,126897.58
1897,117360.89
1898,115723.54
1899,152736.75
1900,156239.88
1901,170067.69
1902,146956.22
1903,210949.62
1904,149194.03
1905,194817.17
1906,175976.2
1907,203083.3
1908,113112.875
1909,139678.53
1910,122060.266
1911,216503.38
1912,336105.22
1913,147353.66
1914,47024.117
1915,291266.1
1916,66782.16
1917,262831.66
1918,142764.73
1919,169534.44
1920,142144.02
1921,451206.62
1922,327257.1
1923,212487.98
1924,236970.52
1925,190877.69
1926,404917.0
1927,131065.945
1928,162122.98
1929,116101.484
1930,132043.16
1931,149820.25
1932,140990.62
1933,162861.7
1934,188490.94
1935,166607.06
1936,190783.22
1937,188143.97
1938,166427.12
1939,247908.33
1940,186749.61
1941,179377.58
1942,185841.38
1943,201500.38
1944,349872.34
1945,382745.2
1946,146328.56
1947,332797.66
1948,178504.52
1949,249084.48
1950,188961.25
1951,259214.25
1952,226254.69
1953,169803.05
1954,184342.92
1955,130819.31
1956,286539.38
1957,152507.22
1958,311300.94
1959,147123.1
1960,113074.59
1961,119832.336
1962,96403.84
1963,101810.86
1964,111775.98
1965,148488.69
1966,146188.94
1967,272228.16
1968,464934.53
1969,398703.6
1970,454273.03
1971,464650.38
1972,400026.34
1973,258805.94
1974,314660.3
1975,490609.56
1976,261242.56
1977,352763.1
1978,342467.06
1979,347624.03
1980,199096.8
1981,360138.8
1982,216889.22
1983,201667.06
1984,165510.05
1985,208176.66
1986,217136.73
1987,173464.5
1988,173174.42
1989,198018.6
1990,203036.05
1991,230775.06
1992,220514.94
1993,170583.6
1994,244802.64
1995,195499.48
1996,250378.66
1997,308056.72
1998,339192.62
1999,256455.86
2000,315896.1
2001,249690.02
2002,257962.7
2003,261324.55
2004,255758.78
2005,226536.03
2006,225438.61
2007,253044.4
2008,216243.38
2009,188058.58
2010,202933.64
2011,147871.0
2012,176314.86
2013,176520.47
2014,185847.77
2015,220471.2
2016,187632.75
2017,197217.98
2018,123198.76
2019,137186.7
2020,108942.03
2021,110196.16
2022,178542.48
2023,146608.22
2024,249997.61
2025,351196.16
2026,179732.22
2027,150533.06
2028,151522.84
2029,168743.72
2030,265134.2
2031,242759.31
2032,243968.03
2033,268770.16
2034,170738.2
2035,212603.72
2036,202225.38
2037,198314.53
2038,267664.1
2039,228433.66
2040,269030.7
2041,291358.3
2042,204593.75
2043,170089.6
2044,181506.22
2045,212341.72
2046,147129.97
2047,149456.2
2048,140205.97
2049,140837.97
2050,191823.14
2051,105821.664
2052,129170.48
2053,142626.2
2054,87728.06
2055,149816.25
2056,138310.81
2057,115294.25
2058,224362.55
2059,133423.42
2060,165491.42
2061,180444.44
2062,129929.56
2063,104405.82
2064,145754.75
2065,120296.875
2066,158686.98
2067,104556.28
2068,143472.84
2069,89174.04
2070,114761.55
2071,96102.016
2072,138379.56
2073,134891.95
2074,189985.44
2075,142228.36
2076,124969.64
2077,160151.98
2078,129495.12
2079,138974.7
2080,122100.78
2081,126872.29
2082,125489.875
2083,151180.47
2084,111497.67
2085,119374.83
2086,114411.85
2087,125353.04
2088,91086.66
2089,72784.945
2090,133262.94
2091,119057.51
2092,125406.84
2093,118321.42
2094,119583.69
2095,146331.92
2096,76444.86
2097,95396.16
2098,148205.03
2099,55992.348
2100,73435.96
2101,126530.94
2102,117988.78
2103,105974.67
2104,134014.25
2105,118904.32
2106,66936.84
2107,220505.89
2108,108383.77
2109,112959.91
2110,132915.3
2111,143152.34
2112,136624.23
2113,125539.67
2114,113478.836
2115,168409.66
2116,129029.26
2117,152220.81
2118,119502.516
2119,105855.375
2120,114922.11
2121,85689.94
2122,107011.7
2123,86516.26
2124,165995.66
2125,128901.59
2126,139934.66
2127,149235.16
2128,114614.55
2129,96840.984
2130,141792.27
2131,137300.05
2132,122382.086
2133,126256.23
2134,119825.94
2135,99962.83
2136,73675.66
2137,118125.69
2138,134378.48
2139,156497.27
2140,137305.81
2141,147817.28
2142,120687.46
2143,149387.23
2144,129213.36
2145,134373.88
2146,167558.17
2147,138696.39
2148,128420.6
2149,143883.1
2150,227028.06
2151,119276.28
2152,172791.86
2153,171142.34
2154,108996.484
2155,138368.08
2156,275831.94
2157,231650.47
2158,255990.12
2159,205431.92
2160,175321.06
2161,240099.08
2162,353282.9
2163,362681.1
2164,236864.78
2165,178753.92
2166,147589.94
2167,212678.16
2168,192988.31
2169,197944.19
2170,211448.33
2171,141071.6
2172,135808.94
2173,163343.12
2174,237993.08
2175,305461.53
2176,319250.88
2177,243257.11
2178,210644.86
2179,142688.11
2180,231643.39
2181,186959.88
2182,216693.62
2183,190514.12
2184,124170.59
2185,116118.875
2186,156005.66
2187,153959.5
2188,163075.4
2189,280187.72
2190,83588.766
2191,82877.62
2192,88730.875
2193,101171.27
2194,108124.44
2195,113111.37
2196,99776.53
2197,115359.25
2198,162348.72
2199,175855.08
2200,153951.86
2201,144670.27
2202,212715.06
2203,138524.67
2204,180920.89
2205,118512.05
2206,152243.03
2207,221564.3
2208,261396.08
2209,216502.97
2210,124380.49
2211,118188.68
2212,121418.34
2213,103313.72
2214,127335.21
2215,106067.99
2216,148032.56
2217,92565.914
2218,50919.086
2219,55124.094
2220,49743.08
2221,290288.6
2222,264084.16
2223,310056.8
2224,209648.61
2225,107516.734
2226,191597.34
2227,196311.64
2228,254798.61
2229,251924.98
2230,150375.66
2231,209201.83
2232,176124.97
2233,182101.1
2234,230048.39
2235,220294.44
2236,283249.44
2237,360688.44
2238,199456.38
2239,110077.88
2240,160909.34
2241,167014.31
2242,130225.805
2243,126755.336
2244,110669.56
2245,98075.83
2246,140475.38
2247,109521.016
2248,125086.016
2249,128292.32
2250,139202.05
2251,109084.875
2252,173040.2
2253,153606.92
2254,167777.72
2255,188789.4
2256,181604.75
2257,215531.02
2258,168331.28
2259,183838.7
2260,162630.75
2261,178338.95
2262,204878.03
2263,368394.6
2264,519615.22
2265,186490.47
2266,323555.8
2267,379301.5
2268,416787.56
2269,150742.08
2270,198975.31
2271,228487.25
2272,200284.95
2273,165829.05
2274,180583.72
2275,170712.97
2276,202745.22
2277,196265.4
2278,147336.52
2279,126821.12
2280,125244.77
2281,165835.84
2282,180810.67
2283,103965.66
2284,106454.0
2285,146964.77
2286,124759.586
2287,350272.62
2288,260606.03
2289,380241.0
2290,452055.12
2291,318382.5
2292,420677.88
2293,509099.6
2294,408528.2
2295,459475.34
2296,300554.03
2297,303663.9
2298,326496.16
2299,385826.56
2300,337801.6
2301,278864.94
2302,239997.44
2303,245389.1
2304,235409.1
2305,184293.53
2306,183398.66
2307,184222.19
2308,222009.11
2309,270574.25
2310,204709.88
2311,192730.81
2312,173925.84
2313,173662.14
2314,164374.03
2315,170209.67
2316,177819.78
2317,188706.06
2318,168403.22
2319,182052.48
2320,191469.66
2321,228470.9
2322,182308.4
2323,180326.78
2324,170974.31
2325,221969.53
2326,171026.5
2327,201739.58
2328,218764.23
2329,189126.75
2330,181590.89
2331,357662.8
2332,389936.62
2333,324456.84
2334,246005.12
2335,278009.9
2336,334108.16
2337,195709.9
2338,272209.22
2339,199671.62
2340,411301.78
2341,222266.94
2342,238794.03
2343,224361.27
2344,205376.5
2345,231865.08
2346,208494.56
2347,195879.83
2348,232820.53
2349,174721.5
2350,289629.06
2351,247873.58
2352,252201.9
2353,238215.38
2354,138648.11
2355,151761.03
2356,151544.95
2357,192347.42
2358,187804.44
2359,131792.05
2360,118089.086
2361,143568.25
2362,284170.44
2363,138045.28
2364,158380.67
2365,212145.6
2366,188347.38
2367,225675.44
2368,213604.84
2369,228537.38
2370,165505.62
2371,167472.55
2372,192129.81
2373,281815.44
2374,315258.66
2375,258753.61
2376,284684.2
2377,366368.44
2378,135563.98
2379,201336.16
2380,147012.7
2381,165393.44
2382,196136.84
2383,211297.55
2384,244106.28
2385,158949.62
2386,132758.08
2387,137664.55
2388,90306.47
2389,121953.336
2390,145362.73
2391,144784.4
2392,116243.74
2393,170364.92
2394,140376.14
2395,209344.92
2396,145676.78
2397,220672.72
2398,133453.2
2399,57897.176
2400,54989.516
2401,107597.664
2402,138305.81
2403,143889.27
2404,147221.47
2405,160882.66
2406,143909.58
2407,124312.07
2408,140344.16
2409,121667.09
2410,171263.33
2411,117972.47
2412,160946.8
2413,127420.125
2414,134450.14
2415,141844.2
2416,131981.72
2417,132751.38
2418,129393.64
2419,119753.734
2420,126148.51
2421,145012.7
2422,109037.555
2423,118413.65
2424,158916.88
2425,185797.08
2426,134947.53
2427,122926.59
2428,177569.16
2429,113325.375
2430,130227.05
2431,112966.91
2432,145367.03
2433,149535.05
2434,151522.84
2435,151588.17
2436,107213.55
2437,112083.62
2438,128886.48
2439,109224.78
2440,117442.84
2441,88508.01
2442,97635.16
2443,118723.25
2444,135800.9
2445,85938.33
2446,121735.11
2447,183546.5
2448,131809.14
2449,108939.33
2450,149557.44
2451,132570.33
2452,199852.98
2453,91043.32
2454,115927.56
2455,119356.61
2456,136038.38
2457,127784.836
2458,123838.05
2459,108421.92
2460,130410.734
2461,113195.86
2462,141881.95
2463,118422.45
2464,179001.28
2465,136742.98
2466,117499.984
2467,142752.34
2468,76000.7
2469,80662.57
2470,190230.38
2471,215258.22
2472,171078.05
2473,115336.59
2474,75390.49
2475,214046.75
2476,108298.84
2477,126819.305
2478,149732.83
2479,108061.34
2480,148102.73
2481,113351.75
2482,125832.02
2483,114566.9
2484,123787.86
2485,122568.39
2486,164669.94
2487,177695.02
2488,157702.73
2489,146430.2
2490,150395.16
2491,90071.57
2492,182207.77
2493,148518.58
2494,153677.25
2495,91947.74
2496,241171.7
2497,158926.28
2498,113107.81
2499,90620.68
2500,126706.15
2501,140601.5
2502,156732.06
2503,102098.96
2504,175106.84
2505,219700.47
2506,254629.05
2507,294798.97
2508,255360.06
2509,213519.11
2510,221516.12
2511,183836.44
2512,204185.19
2513,211320.12
2514,243464.6
2515,149285.97
2516,162414.84
2517,137646.05
2518,150843.17
2519,217780.05
2520,216934.31
2521,192813.38
2522,216730.62
2523,131954.16
2524,136381.06
2525,147420.28
2526,139072.4
2527,112948.7
2528,135097.69
2529,136150.27
2530,120554.71
2531,254253.42
2532,222618.88
2533,196154.06
2534,235575.73
2535,329225.16
2536,224047.38
2537,236321.45
2538,180890.0
2539,190719.38
2540,173009.34
2541,183027.34
2542,166377.78
2543,127615.44
2544,129448.94
2545,147373.19
2546,132908.7
2547,147989.94
2548,150238.47
2549,157499.97
2550,730811.44
2551,140770.95
2552,133897.61
2553,72755.66
2554,111278.2
2555,115443.88
2556,101589.92
2557,112840.5
2558,137942.38
2559,139531.67
2560,149953.33
2561,142673.95
2562,130239.22
2563,148091.72
2564,212879.86
2565,131260.2
2566,159048.8
2567,139651.36
2568,187666.03
2569,197231.9
2570,121027.94
2571,184208.31
2572,153495.78
2573,216618.83
2574,265588.72
2575,127421.83
2576,126401.04
2577,147012.0
2578,82019.766
2579,65814.72
2580,101467.72
2581,100580.39
2582,90924.7
2583,269423.78
2584,175951.38
2585,173511.5
2586,224575.33
2587,197317.5
2588,147266.55
2589,152137.36
2590,204320.19
2591,196952.6
2592,218729.19
2593,267059.03
2594,187354.53
2595,205561.86
2596,310859.2
2597,183122.5
2598,290132.5
2599,326522.0
2600,162404.0
2601,152882.62
2602,80972.09
2603,93762.7
2604,86841.21
2605,80312.85
2606,145416.25
2607,195822.48
2608,197443.44
2609,160620.19
2610,108952.625
2611,124819.92
2612,150135.92
2613,128515.555
2614,130340.11
2615,152912.52
2616,135510.08
2617,175531.03
2618,210444.27
2619,194967.53
2620,183806.8
2621,178361.06
2622,181980.97
2623,262348.1
2624,319071.88
2625,315767.78
2626,172507.83
2627,165951.66
2628,483892.72
2629,471338.75
2630,348164.5
2631,450309.06
2632,445887.8
2633,336688.47
2634,413576.03
2635,156694.39
2636,181933.06
2637,178393.39
2638,253774.5
2639,195392.5
2640,155452.73
2641,105840.74
2642,181801.42
2643,97323.73
2644,120239.875
2645,102177.08
2646,94583.84
2647,101051.51
2648,142812.94
2649,152547.36
2650,141501.69
2651,142800.55
2652,415126.25
2653,240728.22
2654,243287.05
2655,408370.03
2656,310173.94
2657,352081.5
2658,299201.03
2659,283077.7
2660,352335.06
2661,338106.5
2662,354087.7
2663,283548.88
2664,260960.44
2665,310914.03
2666,280406.62
2667,166272.3
2668,177841.16
2669,173831.48
2670,267247.8
2671,182566.42
2672,196570.17
2673,200773.77
2674,198775.78
2675,163628.12
2676,188951.33
2677,193198.25
2678,248762.81
2679,269736.66
2680,266549.9
2681,407337.72
2682,329757.47
2683,496289.53
2684,323131.8
2685,331332.7
2686,266525.75
2687,327472.53
2688,223471.64
2689,208524.0
2690,484452.8
2691,186142.03
2692,138525.33
2693,193015.75
2694,140288.08
2695,198934.33
2696,189563.73
2697,180558.4
2698,185872.4
2699,165499.31
2700,151054.8
2701,144678.55
2702,109599.38
2703,119711.14
2704,139260.61
2705,117474.66
2706,118357.086
2707,125845.22
2708,134129.58
2709,107428.8
2710,127392.06
2711,300824.44
2712,381614.22
2713,168339.0
2714,151319.95
2715,164521.6
2716,136905.83
2717,186080.1
2718,230765.83
2719,156878.0
2720,177317.84
2721,132083.45
2722,166623.1
2723,142735.06
2724,129909.74
2725,129048.58
2726,144136.48
2727,171246.17
2728,172401.42
2729,148453.86
2730,146525.75
2731,125584.94
2732,129297.8
2733,158514.25
2734,147177.39
2735,134149.53
2736,141663.05
2737,125086.13
2738,141851.38
2739,168763.52
2740,130398.3
2741,151740.05
2742,149609.78
2743,156038.69
2744,159368.25
2745,138845.8
2746,136946.58
2747,137604.95
2748,114779.94
2749,124578.86
2750,134088.14
2751,133860.2
2752,194108.55
2753,155079.6
2754,208962.55
2755,134037.89
2756,93247.36
2757,71213.82
2758,81834.36
2759,159814.03
2760,124889.336
2761,146009.06
2762,147216.42
2763,184336.25
2764,132449.89
2765,290113.12
2766,132274.94
2767,90796.375
2768,142583.23
2769,137372.1
2770,141737.11
2771,112628.484
2772,113963.84
2773,147507.47
2774,132610.4
2775,111924.46
2776,138957.34
2777,141530.17
2778,103979.836
2779,114589.516
2780,105414.93
2781,95027.414
2782,93917.25
2783,98945.97
2784,125590.086
2785,134469.77
2786,69843.39
2787,120109.336
2788,72385.46
2789,179217.36
2790,91535.74
2791,111234.92
2792,50907.867
2793,165619.31
2794,99288.73
2795,120625.67
2796,99772.34
2797,202784.88
2798,109726.03
2799,122119.3
2800,63869.957
2801,111861.08
2802,136802.2
2803,173398.02
2804,121111.414
2805,97940.86
2806,82872.56
2807,156672.28
2808,144533.73
2809,137031.36
2810,127161.44
2811,153174.8
2812,155770.77
2813,151391.55
2814,158586.69
2815,108563.57
2816,240904.6
2817,150020.56
2818,124157.805
2819,160157.03
2820,144218.16
2821,99957.97
2822,189995.03
2823,309289.25
2824,174142.77
2825,137153.73
2826,127385.26
2827,144438.25
2828,217562.08
2829,185988.72
2830,225692.66
2831,172999.78
2832,255016.42
2833,275629.72
2834,203332.12
2835,218648.89
2836,192663.94
2837,151297.3
2838,153081.62
2839,170546.83
2840,196483.2
2841,205687.75
2842,230101.7
2843,150117.02
2844,163771.12
2845,123676.35
2846,206084.38
2847,200373.8
2848,217487.61
2849,194968.47
2850,281651.0
2851,231235.72
2852,240192.52
2853,230891.3
2854,141831.22
2855,197189.4
2856,201880.66
2857,191092.23
2858,202972.94
2859,120479.89
2860,127031.13
2861,124667.64
2862,196841.06
2863,130425.78
2864,246436.94
2865,142058.1
2866,144114.62
2867,98891.445
2868,94674.99
2869,117848.77
2870,123951.71
2871,86671.84
2872,51170.375
2873,93570.016
2874,136192.72
2875,122291.664
2876,166130.12
2877,133860.2
2878,165097.33
2879,140326.48
2880,106009.945
2881,148988.86
2882,177469.1
2883,210578.78
2884,200481.4
2885,196498.75
2886,210049.06
2887,92781.48
2888,132272.03
2889,55555.914
2890,84239.7
2891,138512.78
2892,41589.49
2893,78104.945
2894,44092.387
2895,309782.84
2896,273359.6
2897,197928.16
2898,160665.38
2899,215841.0
2900,163799.25
2901,203996.6
2902,169433.25
2903,338890.3
2904,351256.12
2905,81026.33
2906,197971.75
2907,112858.91
2908,129533.9
2909,145778.8
2910,80348.625
2911,79973.04
2912,141247.02
2913,83861.125
2914,76106.75
2915,80609.43
2916,81188.14
2917,161699.28
2918,119146.33
2919,232577.97
